Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Mes,Customer_Id,Customer_Name,City,State,Region,Delivery_Id,Services,P_Sevice,D_Forecast,D_Date,Status
453,2025-04-26 06:40:23,0.1127,35.8,64.76,PIX,Confirmado,Abril,C00453,Nicole Vieira,Maringá,PR,Sul,D00453,Scheduled,32.99,2025-04-18 21:06:51,2025-04-22 21:06:51,Entregue
461,2025-04-04 00:59:25,0.0921,1715.96,1590.91,PIX,Confirmado,Abril,C00461,Srta. Heloísa Moraes,Pelotas,RS,Sul,D00461,Scheduled,32.99,2025-04-29 03:51:18,2025-04-30 03:51:18,A Caminho
469,2025-03-09 18:12:13,0.0163,3049.99,3023.18,PIX,Confirmado,Março,C00469,Gabrielly Souza,Chapecó,SC,Sul,D00469,Standard,22.9,2025-05-01 09:33:12,2025-05-02 09:33:12,Trânsito
472,2025-04-14 15:29:08,0.0882,9208.0,8428.84,Debito,Confirmado,Abril,C00472,Caio Novaes,Blumenau,SC,Sul,D00472,Scheduled,32.99,2025-05-02 21:31:16,2025-05-07 21:31:16,Trânsito
481,2025-03-10 02:27:00,0.0696,331.98,341.86,Credito,Confirmado,Março,C00481,Brenda das Neves,Joinville,SC,Sul,D00481,Scheduled,32.99,2025-04-18 06:10:38,2025-04-23 06:10:38,A Caminho
483,2025-04-29 08:44:48,0.0877,259.72,279.84,Credito,Confirmado,Abril,C00483,Isaac Correia,Linhares,ES,Sudeste,D00483,Same-Day,42.9,2025-05-11 01:21:31,2025-05-16 01:21:31,Atrasado
486,2025-04-19 13:44:38,0.0458,5937.3,5698.36,Boleto,Confirmado,Abril,C00486,Catarina Oliveira,Pico,PI,Nordeste,D00486,Scheduled,32.99,2025-04-22 12:29:40,2025-04-26 12:29:40,Entregue
487,2025-04-19 14:47:08,0.0207,2697.0,2684.07,Credito,Confirmado,Abril,C00487,Carolina Nogueira,Santo André,SP,Sudeste,D00487,Same-Day,42.9,2025-05-11 17:33:19,2025-05-16 17:33:19,A Caminho
488,2025-03-01 22:37:41,0.0132,2158.0,2162.5,Credito,Confirmado,Março,C00488,Ana Carolina Santos,Serra,ES,Sudeste,D00488,Scheduled,32.99,2025-04-21 03:28:49,2025-04-22 03:28:49,A Caminho
490,2025-04-03 09:30:22,0.1056,1347.0,1237.75,Credito,Confirmado,Abril,C00490,Camila Sales,Pelotas,RS,Sul,D00490,Scheduled,32.99,2025-05-02 19:21:12,2025-05-05 19:21:12,Entregue
492,2025-05-05 21:34:28,0.1374,5484.26,4763.71,Debito,Confirmado,Maio,C00492,Milena da Cruz,Pico,PI,Nordeste,D00492,Scheduled,32.99,2025-05-06 12:02:28,2025-05-10 12:02:28,Atrasado
493,2025-02-17 23:21:03,0.0523,389.58,412.1,Boleto,Confirmado,Fevereiro,C00493,Stephany Ferreira,Cascavel,PR,Sul,D00493,Same-Day,42.9,2025-04-22 03:19:26,2025-04-22 03:19:26,Atrasado
495,2025-04-22 11:38:16,0.0929,3049.99,2809.55,Debito,Confirmado,Abril,C00495,Catarina Nogueira,Blumenau,SC,Sul,D00495,Same-Day,42.9,2025-04-17 20:34:46,2025-04-18 20:34:46,Atrasado
500,2025-05-08 09:31:48,0.1146,1286.97,1182.38,Debito,Confirmado,Maio,C00500,Sra. Julia Fernandes,Imperatriz,MA,Nordeste,D00500,Same-Day,42.9,2025-05-01 03:09:09,2025-05-06 03:09:09,A Caminho
501,2025-05-04 02:35:28,0.0949,249.82,259.1,Credito,Confirmado,Maio,C00501,Brenda Nunes,Manaus,AM,Norte,D00501,Scheduled,32.99,2025-04-25 13:36:34,2025-04-29 13:36:34,Entregue
503,2025-05-03 06:27:39,0.0043,3796.0,3822.58,Credito,Confirmado,Maio,C00503,Isabelly Teixeira,Mossoró,RN,Nordeste,D00503,Same-Day,42.9,2025-05-13 09:00:53,2025-05-13 09:00:53,A Caminho
508,2025-03-20 00:32:20,0.1359,899.0,819.73,Boleto,Confirmado,Março,C00508,Beatriz Silva,Cascavel,PR,Sul,D00508,Same-Day,42.9,2025-04-17 06:20:50,2025-04-19 06:20:50,Entregue
510,2025-04-30 02:23:30,0.0102,1626.57,1642.97,PIX,Confirmado,Abril,C00510,Beatriz Costa,Bom Jesus,PI,Nordeste,D00510,Scheduled,32.99,2025-04-26 02:59:24,2025-04-29 02:59:24,Entregue
511,2025-04-09 01:39:31,0.0314,524.7,541.21,PIX,Confirmado,Abril,C00511,Francisco Barbosa,Pelotas,RS,Sul,D00511,Scheduled,32.99,2025-04-21 15:13:08,2025-04-26 15:13:08,Entregue
514,2025-05-17 10:46:34,0.1223,103.6,123.92,Debito,Confirmado,Maio,C00514,Pedro Miguel da Cruz,Recife,PE,Nordeste,D00514,Scheduled,32.99,2025-04-27 07:08:00,2025-05-01 07:08:00,Atrasado
516,2025-05-05 02:45:24,0.0618,7196.04,6774.22,Debito,Confirmado,Maio,C00516,Vitor Gabriel Alves,Cantá,RR,Norte,D00516,Standard,22.9,2025-04-29 19:00:43,2025-05-04 19:00:43,A Caminho
522,2025-04-13 13:44:51,0.0182,107.8,148.74,Debito,Confirmado,Abril,C00522,Clarice Rezende,Blumenau,SC,Sul,D00522,Same-Day,42.9,2025-04-23 11:23:58,2025-04-28 11:23:58,Entregue
524,2025-04-21 20:47:57,0.1001,7196.04,6518.62,Boleto,Confirmado,Abril,C00524,Srta. Emanuella Caldeira,Uberlândia,MG,Sudeste,D00524,Same-Day,42.9,2025-04-25 11:44:14,2025-04-26 11:44:14,Atrasado
527,2025-02-22 06:40:32,0.0193,53.7,85.65,Boleto,Confirmado,Fevereiro,C00527,Marcos Vinicius Rodrigues,Campinas,SP,Sudeste,D00527,Scheduled,32.99,2025-05-11 09:48:49,2025-05-13 09:48:49,A Caminho
533,2025-05-13 00:16:20,0.079,769.9,751.98,PIX,Confirmado,Maio,C00533,Joana Moura,Mazagão,AP,Norte,D00533,Same-Day,42.9,2025-04-26 22:00:17,2025-04-28 22:00:17,A Caminho
534,2025-04-04 02:16:40,0.103,1715.96,1562.12,Credito,Confirmado,Abril,C00534,Dr. Ian Santos,Curitiba,PR,Sul,D00534,Standard,22.9,2025-04-20 17:49:21,2025-04-22 17:49:21,A Caminho
539,2025-02-18 06:59:10,0.1461,4316.0,3708.33,Debito,Confirmado,Fevereiro,C00539,Rafaela Carvalho,Betim,MG,Sudeste,D00539,Standard,22.9,2025-05-12 01:18:03,2025-05-14 01:18:03,Atrasado
553,2025-05-09 13:52:31,0.1104,389.58,369.47,Boleto,Confirmado,Maio,C00553,Nicole Rocha,Itacoatiara,AM,Norte,D00553,Standard,22.9,2025-04-21 20:32:42,2025-04-23 20:32:42,A Caminho
559,2025-04-06 09:16:16,0.109,174.9,178.74,Debito,Confirmado,Abril,C00559,Luigi Almeida,Pelotas,RS,Sul,D00559,Standard,22.9,2025-04-14 11:38:24,2025-04-18 11:38:24,Entregue
566,2025-04-30 04:07:56,0.0299,17.9,60.26,PIX,Confirmado,Abril,C00566,Ana Laura Viana,Ponta Grossa,PR,Sul,D00566,Same-Day,42.9,2025-05-02 07:11:20,2025-05-04 07:11:20,Atrasado
569,2025-03-09 04:12:41,0.117,899.0,836.72,Debito,Confirmado,Março,C00569,Laís das Neves,Tarauacá,AC,Norte,D00569,Same-Day,42.9,2025-05-08 19:03:46,2025-05-13 19:03:46,Entregue
571,2025-02-27 23:33:07,0.064,519.44,509.1,PIX,Confirmado,Fevereiro,C00571,Olivia Alves,Aracaju,SE,Nordeste,D00571,Standard,22.9,2025-05-01 01:00:27,2025-05-02 01:00:27,A Caminho
575,2025-02-17 17:05:50,0.0512,35.8,56.87,PIX,Confirmado,Fevereiro,C00575,Kamilly Pereira,Pelotas,RS,Sul,D00575,Standard,22.9,2025-04-26 10:47:35,2025-04-29 10:47:35,Atrasado
582,2025-04-07 09:50:49,0.1314,18416.0,16039.04,PIX,Confirmado,Abril,C00582,Natália Silva,Cascavel,PR,Sul,D00582,Same-Day,42.9,2025-04-29 03:43:42,2025-05-04 03:43:42,A Caminho
583,2025-04-14 04:32:58,0.1198,4288.0,3817.2,Boleto,Confirmado,Abril,C00583,Rodrigo Mendes,Campinas,SP,Sudeste,D00583,Same-Day,42.9,2025-05-08 13:31:52,2025-05-08 13:31:52,A Caminho
586,2025-03-21 07:01:16,0.0045,1626.57,1652.24,Debito,Confirmado,Março,C00586,João Miguel Castro,Gurupi,TO,Norte,D00586,Scheduled,32.99,2025-04-27 17:53:47,2025-04-27 17:53:47,Atrasado
590,2025-04-14 15:18:13,0.0225,1715.96,1700.25,PIX,Confirmado,Abril,C00590,Murilo da Cunha,Caucaia,CE,Nordeste,D00590,Standard,22.9,2025-05-05 21:27:26,2025-05-08 21:27:26,Entregue
596,2025-05-07 14:40:12,0.1405,207.2,211.08,Boleto,Confirmado,Maio,C00596,Maysa Aragão,Gravataí,RS,Sul,D00596,Scheduled,32.99,2025-05-14 19:43:47,2025-05-14 19:43:47,Trânsito
597,2025-05-17 09:43:51,0.0844,499.64,500.37,PIX,Confirmado,Maio,C00597,Augusto Gomes,Laranjal do Jari,AP,Norte,D00597,Same-Day,42.9,2025-04-18 06:18:30,2025-04-22 06:18:30,Entregue
599,2025-04-20 12:45:43,0.1141,49.9,67.11,Debito,Confirmado,Abril,C00599,Marcela Barros,Contagem,MG,Sudeste,D00599,Standard,22.9,2025-05-13 12:56:43,2025-05-14 12:56:43,Entregue
600,2025-02-27 10:05:22,0.0992,5484.26,4963.12,PIX,Confirmado,Fevereiro,C00600,Alice Dias,Currais Novos,RN,Nordeste,D00600,Standard,22.9,2025-05-07 05:21:40,2025-05-07 05:21:40,A Caminho
601,2025-03-22 20:00:51,0.0745,17.9,39.47,Credito,Confirmado,Março,C00601,Marina Cardoso,Palmas,TO,Norte,D00601,Standard,22.9,2025-04-26 08:49:40,2025-04-29 08:49:40,Entregue
604,2025-03-03 14:15:52,0.0534,1799.01,1735.93,Debito,Confirmado,Março,C00604,Emanuelly Pires,Rio de Janeiro,RJ,Sudeste,D00604,Scheduled,32.99,2025-04-28 20:25:51,2025-05-03 20:25:51,Atrasado
611,2025-04-02 17:41:59,0.1277,857.98,791.32,Boleto,Confirmado,Abril,C00611,Ana Vitória Silva,Betim,MG,Sudeste,D00611,Same-Day,42.9,2025-05-14 01:00:36,2025-05-15 01:00:36,Entregue
615,2025-05-06 20:01:54,0.1349,349.8,345.51,Debito,Confirmado,Maio,C00615,Kamilly Correia,Curitiba,PR,Sul,D00615,Same-Day,42.9,2025-04-17 17:05:21,2025-04-22 17:05:21,A Caminho
618,2025-03-25 05:37:14,0.0697,4316.0,4038.07,PIX,Confirmado,Março,C00618,Clara Cardoso,Juiz de Fora,MG,Sudeste,D00618,Standard,22.9,2025-04-24 00:24:08,2025-04-27 00:24:08,Atrasado
621,2025-02-26 05:27:11,0.0639,1072.0,1036.49,Credito,Confirmado,Fevereiro,C00621,Ana Júlia Sales,Parintins,AM,Norte,D00621,Scheduled,32.99,2025-04-23 12:37:10,2025-04-27 12:37:10,Trânsito
624,2025-03-04 20:07:27,0.0235,51.8,83.57,Debito,Confirmado,Março,C00624,João Lucas Pereira,Sena Madureira,AC,Norte,D00624,Scheduled,32.99,2025-04-28 15:51:59,2025-04-28 15:51:59,Entregue
631,2025-05-02 17:51:23,0.1296,3253.14,2874.43,Debito,Confirmado,Maio,C00631,Pedro Henrique da Cunha,Londrina,PR,Sul,D00631,Same-Day,42.9,2025-05-13 04:56:08,2025-05-15 04:56:08,Atrasado
635,2025-03-03 05:56:43,0.0911,2742.13,2515.22,Debito,Confirmado,Março,C00635,Levi Gonçalves,Palmas,TO,Norte,D00635,Standard,22.9,2025-05-15 21:57:16,2025-05-15 21:57:16,Atrasado
636,2025-02-28 16:28:39,0.1138,499.64,485.68,Boleto,Confirmado,Fevereiro,C00636,Sra. Stephany Lopes,Maringá,PR,Sul,D00636,Same-Day,42.9,2025-04-24 20:23:57,2025-04-24 20:23:57,Entregue
640,2025-05-07 19:51:16,0.0936,3253.14,2981.64,PIX,Confirmado,Maio,C00640,Isadora Novaes,Cachoeiro de Itapemirim,ES,Sudeste,D00640,Scheduled,32.99,2025-04-16 05:28:52,2025-04-21 05:28:52,Entregue
644,2025-02-21 03:54:31,0.0048,949.0,977.43,Debito,Confirmado,Fevereiro,C00644,Eduardo Pires,Contagem,MG,Sudeste,D00644,Scheduled,32.99,2025-05-03 23:07:51,2025-05-03 23:07:51,A Caminho
645,2025-03-13 18:19:13,0.1115,103.6,114.95,Debito,Confirmado,Março,C00645,Ana Jesus,Florianópolis,SC,Sul,D00645,Standard,22.9,2025-05-11 22:52:45,2025-05-11 22:52:45,A Caminho
649,2025-03-27 10:32:42,0.1264,374.73,360.35,Boleto,Confirmado,Março,C00649,João Guilherme Rocha,Bom Jesus,PI,Nordeste,D00649,Scheduled,32.99,2025-04-13 08:05:56,2025-04-18 08:05:56,A Caminho
653,2025-03-11 03:47:42,0.0578,3237.0,3072.8,Credito,Confirmado,Março,C00653,Maria Vitória Fernandes,São Paulo,SP,Sudeste,D00653,Standard,22.9,2025-04-18 13:55:15,2025-04-23 13:55:15,Entregue
654,2025-04-23 07:46:51,0.1408,1798.0,1577.83,Debito,Confirmado,Abril,C00654,Dra. Julia Castro,Rio de Janeiro,RJ,Sudeste,D00654,Scheduled,32.99,2025-05-01 13:42:02,2025-05-04 13:42:02,Trânsito
668,2025-04-04 06:01:45,0.0961,1799.01,1659.12,Boleto,Confirmado,Abril,C00668,Isabelly das Neves,Caxias do Sul,RS,Sul,D00668,Scheduled,32.99,2025-04-19 09:22:16,2025-04-24 09:22:16,Entregue
670,2025-04-27 13:18:18,0.0991,2742.13,2513.28,Debito,Confirmado,Abril,C00670,Sr. Daniel Pinto,Nova Iguaçu,RJ,Sudeste,D00670,Same-Day,42.9,2025-04-26 11:24:54,2025-04-27 11:24:54,Entregue
677,2025-04-07 15:05:28,0.0784,7916.4,7328.74,Boleto,Confirmado,Abril,C00677,Dr. Theo Dias,Pelotas,RS,Sul,D00677,Scheduled,32.99,2025-05-07 01:51:21,2025-05-12 01:51:21,Trânsito
678,2025-04-15 13:59:35,0.0965,769.9,738.5,PIX,Confirmado,Abril,C00678,Giovanna Melo,Recife,PE,Nordeste,D00678,Same-Day,42.9,2025-04-23 21:03:08,2025-04-26 21:03:08,A Caminho
688,2025-03-08 22:51:40,0.0689,898.0,859.03,PIX,Confirmado,Março,C00688,Levi Freitas,Ji-Paraná,RO,Norte,D00688,Standard,22.9,2025-04-14 11:12:04,2025-04-18 11:12:04,A Caminho
691,2025-03-22 07:16:27,0.1052,2742.13,2476.56,Boleto,Confirmado,Março,C00691,André Correia,São Gonçalo,RJ,Sudeste,D00691,Standard,22.9,2025-05-10 18:34:36,2025-05-15 18:34:36,Trânsito
711,2025-04-06 20:32:23,0.0801,9149.97,8459.96,PIX,Confirmado,Abril,C00711,Vinicius Rocha,Nova Iguaçu,RJ,Sudeste,D00711,Same-Day,42.9,2025-04-16 14:49:26,2025-04-21 14:49:26,Atrasado
716,2025-04-03 07:11:20,0.1003,199.6,202.48,Credito,Confirmado,Abril,C00716,Sarah Lopes,Serra,ES,Sudeste,D00716,Standard,22.9,2025-04-20 14:30:50,2025-04-23 14:30:50,Trânsito
717,2025-04-07 19:07:06,0.0962,259.72,277.63,Boleto,Confirmado,Abril,C00717,Levi Porto,Contagem,MG,Sudeste,D00717,Same-Day,42.9,2025-04-25 22:35:25,2025-04-30 22:35:25,A Caminho
723,2025-04-06 23:35:45,0.0499,4316.0,4143.53,Credito,Confirmado,Abril,C00723,Ana Carolina Ramos,Blumenau,SC,Sul,D00723,Same-Day,42.9,2025-04-20 07:53:00,2025-04-23 07:53:00,Entregue
724,2025-02-20 07:10:46,0.022,6506.28,6406.04,Debito,Confirmado,Fevereiro,C00724,Dr. Francisco Araújo,Porto Velho,RO,Norte,D00724,Same-Day,42.9,2025-05-04 13:47:04,2025-05-05 13:47:04,Entregue
725,2025-04-27 21:10:41,0.131,18416.0,16046.4,Boleto,Confirmado,Abril,C00725,Diogo Silveira,Tocantinópolis,TO,Norte,D00725,Same-Day,42.9,2025-05-03 17:22:58,2025-05-05 17:22:58,Entregue
726,2025-03-26 02:07:46,0.0318,129.86,148.63,Boleto,Confirmado,Março,C00726,Luiz Henrique Campos,Imperatriz,MA,Nordeste,D00726,Standard,22.9,2025-05-09 01:00:52,2025-05-11 01:00:52,Trânsito
730,2025-03-11 06:38:41,0.1201,199.6,198.53,Credito,Confirmado,Março,C00730,Sra. Bárbara Costela,Caicó,RN,Nordeste,D00730,Standard,22.9,2025-05-01 00:02:22,2025-05-01 00:02:22,Atrasado
731,2025-05-10 21:00:00,0.0276,199.6,236.99,Debito,Confirmado,Maio,C00731,Lívia da Rocha,Cacoal,RO,Norte,D00731,Same-Day,42.9,2025-05-03 04:21:49,2025-05-05 04:21:49,A Caminho
734,2025-05-07 18:26:11,0.0812,389.58,400.85,Boleto,Confirmado,Maio,C00734,Breno Rocha,Tarauacá,AC,Norte,D00734,Same-Day,42.9,2025-04-29 17:49:23,2025-04-29 17:49:23,Trânsito
736,2025-03-22 08:11:33,0.1033,149.7,157.14,Credito,Confirmado,Março,C00736,Stella da Paz,Tarauacá,AC,Norte,D00736,Standard,22.9,2025-04-28 08:45:58,2025-04-28 08:45:58,Trânsito
737,2025-04-21 19:58:13,0.0001,71.6,104.58,Boleto,Confirmado,Abril,C00737,Camila Rodrigues,Manacapuru,AM,Norte,D00737,Scheduled,32.99,2025-05-01 21:23:23,2025-05-03 21:23:23,Trânsito
739,2025-04-28 08:57:20,0.0649,215.6,244.51,Credito,Confirmado,Abril,C00739,Vicente Fogaça,Santo André,SP,Sudeste,D00739,Same-Day,42.9,2025-04-15 17:51:34,2025-04-19 17:51:34,A Caminho
741,2025-05-01 22:09:25,0.1336,2309.7,2044.02,Debito,Confirmado,Maio,C00741,Milena Almeida,Teresina,PI,Nordeste,D00741,Same-Day,42.9,2025-04-14 15:17:19,2025-04-19 15:17:19,A Caminho
743,2025-05-06 06:46:23,0.0625,4316.0,4069.15,Credito,Confirmado,Maio,C00743,Lorenzo Ribeiro,João Pessoa,PB,Nordeste,D00743,Standard,22.9,2025-04-17 23:20:11,2025-04-19 23:20:11,A Caminho
744,2025-02-18 14:47:48,0.007,1539.8,1562.01,Credito,Confirmado,Fevereiro,C00744,Yasmin Santos,Manacapuru,AM,Norte,D00744,Scheduled,32.99,2025-04-24 00:29:00,2025-04-27 00:29:00,Trânsito
754,2025-03-07 20:13:07,0.0527,2742.13,2620.52,Credito,Confirmado,Março,C00754,Lucca da Cunha,Cascavel,PR,Sul,D00754,Standard,22.9,2025-05-06 17:53:26,2025-05-07 17:53:26,A Caminho
757,2025-03-17 22:11:42,0.0169,857.98,886.38,Credito,Confirmado,Março,C00757,Luiz Fernando da Cunha,Juiz de Fora,MG,Sudeste,D00757,Same-Day,42.9,2025-05-09 13:50:13,2025-05-10 13:50:13,Entregue
759,2025-03-22 00:17:50,0.0039,428.99,470.22,PIX,Confirmado,Março,C00759,Bárbara Silveira,Rio de Janeiro,RJ,Sudeste,D00759,Same-Day,42.9,2025-04-28 06:41:58,2025-04-30 06:41:58,Trânsito
760,2025-03-19 06:39:23,0.0665,389.58,406.57,PIX,Confirmado,Março,C00760,Murilo Monteiro,Currais Novos,RN,Nordeste,D00760,Same-Day,42.9,2025-05-12 00:28:15,2025-05-15 00:28:15,Trânsito
763,2025-02-22 03:16:37,0.0861,9208.0,8438.09,Credito,Confirmado,Fevereiro,C00763,Isadora da Conceição,Caxias do Sul,RS,Sul,D00763,Standard,22.9,2025-04-29 22:30:51,2025-05-01 22:30:51,Atrasado
767,2025-03-12 20:15:06,0.0719,8226.39,7657.81,Debito,Confirmado,Março,C00767,Camila Santos,Cacoal,RO,Norte,D00767,Standard,22.9,2025-04-18 13:53:24,2025-04-20 13:53:24,Atrasado
774,2025-04-01 02:01:10,0.1334,103.6,112.68,PIX,Confirmado,Abril,C00774,Sophia Caldeira,Palmas,TO,Norte,D00774,Standard,22.9,2025-05-04 19:20:16,2025-05-08 19:20:16,Entregue
780,2025-03-06 11:55:34,0.1361,389.58,379.46,Boleto,Confirmado,Março,C00780,Manuela Aragão,Pico,PI,Nordeste,D00780,Same-Day,42.9,2025-05-11 18:04:26,2025-05-14 18:04:26,Atrasado
784,2025-04-30 11:15:35,0.1447,207.2,220.12,PIX,Confirmado,Abril,C00784,Elisa Pires,Porto Nacional,TO,Norte,D00784,Same-Day,42.9,2025-04-15 17:38:40,2025-04-19 17:38:40,Trânsito
785,2025-03-05 22:05:28,0.0042,349.8,371.23,Boleto,Confirmado,Março,C00785,Maria Ramos,Juiz de Fora,MG,Sudeste,D00785,Standard,22.9,2025-05-08 12:42:25,2025-05-12 12:42:25,Trânsito
788,2025-03-22 13:15:11,0.1052,12199.96,10939.42,Debito,Confirmado,Março,C00788,Kamilly Cardoso,São Bernardo do Campo,SP,Sudeste,D00788,Standard,22.9,2025-04-28 13:48:04,2025-05-03 13:48:04,A Caminho
790,2025-04-24 09:25:01,0.0151,5484.26,5424.35,Debito,Confirmado,Abril,C00790,Breno Rezende,Currais Novos,RN,Nordeste,D00790,Standard,22.9,2025-05-04 20:08:56,2025-05-09 20:08:56,Entregue
797,2025-04-10 15:20:35,0.074,199.6,207.73,Boleto,Confirmado,Abril,C00797,Lucas Gabriel Melo,Palmas,TO,Norte,D00797,Standard,22.9,2025-05-13 07:45:25,2025-05-13 07:45:25,A Caminho
802,2025-02-25 11:36:24,0.0852,898.0,844.39,Debito,Confirmado,Fevereiro,C00802,Alice Caldeira,Itajaí,SC,Sul,D00802,Standard,22.9,2025-05-12 10:01:48,2025-05-12 10:01:48,Trânsito
804,2025-04-06 15:28:42,0.1147,663.96,620.79,PIX,Confirmado,Abril,C00804,Sra. Isabella Nunes,Curitiba,PR,Sul,D00804,Scheduled,32.99,2025-05-09 05:29:45,2025-05-10 05:29:45,Entregue
809,2025-03-05 10:23:06,0.04,165.99,182.25,Credito,Confirmado,Março,C00809,Murilo da Mota,São Gonçalo,RJ,Sudeste,D00809,Standard,22.9,2025-04-19 17:46:50,2025-04-21 17:46:50,Trânsito
813,2025-02-28 02:27:38,0.0272,898.0,896.47,Debito,Confirmado,Fevereiro,C00813,Sr. Pedro Henrique Fogaça,Boa Vista,RR,Norte,D00813,Standard,22.9,2025-05-01 09:41:49,2025-05-03 09:41:49,Trânsito
814,2025-04-25 21:42:07,0.0915,129.86,140.88,Credito,Confirmado,Abril,C00814,Bryan Cardoso,Marabá,PA,Norte,D00814,Standard,22.9,2025-04-23 05:48:05,2025-04-27 05:48:05,A Caminho
815,2025-02-25 22:19:56,0.1226,9208.0,8112.09,Debito,Confirmado,Fevereiro,C00815,Calebe Mendes,Itajaí,SC,Sul,D00815,Scheduled,32.99,2025-05-07 20:16:14,2025-05-11 20:16:14,Entregue
822,2025-05-12 23:43:32,0.1489,249.82,235.52,Boleto,Confirmado,Maio,C00822,Elisa Costa,Caracaraí,RR,Norte,D00822,Standard,22.9,2025-04-25 18:02:19,2025-04-28 18:02:19,Atrasado
824,2025-03-04 06:44:41,0.099,6506.28,5895.15,Credito,Confirmado,Março,C00824,Vitor Gabriel Fernandes,Ferreira Gomes,AP,Norte,D00824,Scheduled,32.99,2025-04-24 09:36:58,2025-04-29 09:36:58,A Caminho
825,2025-03-08 03:47:56,0.0622,8226.39,7757.61,Debito,Confirmado,Março,C00825,Pedro Lucas Cunha,Natal,RN,Nordeste,D00825,Same-Day,42.9,2025-04-27 11:27:30,2025-05-01 11:27:30,Atrasado
826,2025-04-09 21:26:13,0.0015,12199.96,12204.56,PIX,Confirmado,Abril,C00826,Fernando Pereira,Contagem,MG,Sudeste,D00826,Standard,22.9,2025-04-21 11:05:08,2025-04-22 11:05:08,Trânsito
832,2025-03-13 07:47:37,0.0739,3598.02,3375.03,Credito,Confirmado,Março,C00832,Luiz Gustavo Rocha,Porto Alegre,RS,Sul,D00832,Same-Day,42.9,2025-04-19 07:56:21,2025-04-22 07:56:21,Atrasado
838,2025-03-20 11:41:48,0.0336,6099.98,5917.92,PIX,Confirmado,Março,C00838,Maria Cecília Pinto,Parintins,AM,Norte,D00838,Standard,22.9,2025-04-13 15:09:52,2025-04-18 15:09:52,A Caminho
839,2025-05-16 07:34:34,0.0762,4879.71,4540.87,Debito,Confirmado,Maio,C00839,Sr. João Guilherme Alves,Joinville,SC,Sul,D00839,Scheduled,32.99,2025-05-04 20:51:29,2025-05-08 20:51:29,Entregue
840,2025-04-13 10:10:27,0.0973,5937.3,5392.59,Boleto,Confirmado,Abril,C00840,Manuela Nogueira,Pelotas,RS,Sul,D00840,Scheduled,32.99,2025-05-11 22:31:01,2025-05-15 22:31:01,Trânsito
847,2025-04-04 06:14:50,0.0031,3216.0,3228.93,Credito,Confirmado,Abril,C00847,Davi Pereira,Tefé,AM,Norte,D00847,Standard,22.9,2025-05-09 22:15:45,2025-05-12 22:15:45,Trânsito
848,2025-05-05 14:26:13,0.0761,5937.3,5508.37,Debito,Confirmado,Maio,C00848,Dr. Luiz Gustavo Nogueira,Rolim de Moura,RO,Norte,D00848,Standard,22.9,2025-04-14 02:03:37,2025-04-19 02:03:37,Trânsito
850,2025-02-17 15:52:44,0.1139,5484.26,4882.5,PIX,Confirmado,Fevereiro,C00850,João Guilherme Silveira,Santo André,SP,Sudeste,D00850,Standard,22.9,2025-04-25 20:35:38,2025-04-25 20:35:38,Atrasado
855,2025-04-20 08:01:54,0.0374,769.9,764.01,Debito,Confirmado,Abril,C00855,Alexandre Peixoto,Caucaia,CE,Nordeste,D00855,Standard,22.9,2025-04-29 02:03:18,2025-05-01 02:03:18,Entregue
856,2025-04-05 14:33:43,0.0859,6099.98,5598.89,Credito,Confirmado,Abril,C00856,Thiago da Cunha,Santa Maria,RS,Sul,D00856,Standard,22.9,2025-04-14 14:07:13,2025-04-18 14:07:13,A Caminho
865,2025-05-17 03:37:13,0.0286,8226.39,8014.02,Debito,Confirmado,Maio,C00865,Noah Monteiro,Jaboatão dos Guararapes,PE,Nordeste,D00865,Standard,22.9,2025-05-06 06:30:11,2025-05-09 06:30:11,Trânsito
874,2025-03-21 05:28:16,0.0175,259.72,298.07,Credito,Confirmado,Março,C00874,Srta. Elisa Jesus,Porto Nacional,TO,Norte,D00874,Same-Day,42.9,2025-05-04 06:55:51,2025-05-07 06:55:51,Trânsito
881,2025-02-20 00:15:24,0.0311,2144.0,2110.31,Credito,Confirmado,Fevereiro,C00881,Enrico Monteiro,Vitória,ES,Sudeste,D00881,Scheduled,32.99,2025-05-03 13:52:48,2025-05-04 13:52:48,Atrasado
882,2025-03-01 19:52:57,0.0933,13812.0,12546.24,Credito,Confirmado,Março,C00882,Pedro Henrique Pinto,Parnaíba,PI,Nordeste,D00882,Standard,22.9,2025-05-11 07:14:40,2025-05-13 07:14:40,A Caminho
886,2025-05-07 15:05:34,0.0088,4316.0,4300.92,Credito,Confirmado,Maio,C00886,Maria Sophia da Cruz,Santa Rita,PB,Nordeste,D00886,Standard,22.9,2025-05-02 08:41:26,2025-05-02 08:41:26,Entregue
889,2025-03-20 08:12:08,0.0425,2144.0,2075.78,Credito,Confirmado,Março,C00889,Breno Freitas,Maringá,PR,Sul,D00889,Standard,22.9,2025-04-22 03:00:19,2025-04-24 03:00:19,Entregue
890,2025-04-26 03:29:14,0.0856,174.9,182.83,PIX,Confirmado,Abril,C00890,João Moreira,Curitiba,PR,Sul,D00890,Standard,22.9,2025-04-20 21:31:32,2025-04-20 21:31:32,Trânsito
